;BOT;Bodhi
;BOE;Bodhi
;BOG;Bogcoin
;BOLD;Bold
;BLN*;Bolenum
;BOLI;BolivarCoin
;BOMB;BombCoin
;BON*;BonesCoin
;BON;Bonpay
;BBR;Boolberry
;BOST;BoostCoin
;BOSON;BosonCoin
;BOS*;Bostoken
;BOTC;BotChain
;CAP;BottleCaps
;BTO;Bottos
;BOU;Boulle
;XBTY;Bounty
;BNTY;Bounty0x
;BOUTS;BoutsPro
;AHT*;BowheadHealth
;BSC;BowsCoin
;BOXY;BoxyCoin
;BRAIN;BrainCoin
;BRD;Breadtoken
;BRX;BreakoutStake
;BRK;BreakoutCoin
;BRIA;Briacoin
;BBT*;BrickBlock
;BCO;BridgeCoin
;BRC;BrightCoin
;BRIT;BritCoin
;BUBO;Budbo
;BUD;Buddy
;BGL;Buglab
;BT;BuildTeam
;BULLS;BullshitCoin
;BWK;Bulwark
;BUN;BunnyCoin
;BURST;BurstCoin
;BUZZ;BuzzCoin
;BYC;ByteCent
;BTE;ByteCoin
;BCN;ByteCoin
;GBYTE;Byteball
;BTH;Bytether
;BTM*;Bytom
;XCT;C-Bits
;CAIx;CAIx
;CBD;CBDCrystals
;CCC;CCCoin
;CEDEX;CEDEXCoin
;CEEK;CEEKSmartVRToken
;CETI;CETUSCoin
;CHIPS;CHIPS
;CINNI;CINNICOIN
;CLAM;CLAMS
;CO2;CO2Token
;CMS;COMSA
;CPY;COPYTRACK
;COSS;COSS
;CPC*;CPChain
;MLS;CPROP
;CMZ;CRYPTOMAGZ
;CRS*;CRYSTALS
;CAB;CabbageUnit
;CHE;Cache
;CACH;Cachecoin
;CF;Californium
;CALC;CaliphCoin
;CLO;CallistoNetwork
;CAM;Camcoin
;CMPCO;CampusCoin
;CAN;CanYaCoin
;CND*;CanadaeCoin
;CDN;CanadaeCoin
;CCN;CannaCoin
;XCI;CannabisIndustryCoin
;CANN;CannabisCoin
;XCD*;Capdax
;CAPP;Cappasity
;CPC;CapriCoin
;CAR;CarBlock
;CTX;CarTaxi
;CV;CarVertical
;CARBON;Carboncoin
;ADA;Cardano
;CARD;Cardstack
;CARE*;CareToken
;CARE;Carebit
;CRGO;CargoCoin
;CXO;CargoX
;DIEM;CarpeDiemCoin
;CTC;CarterCoin
;CNBC;Cash&BackCoin
;CASH*;CashPokerPro
;CBC;CashBetCoin
;CASH;CashCoin
;CSH;CashOut
;CAS;Cashaa
;CSC;CasinoCoin
;CSTL;Castle
;CAT1;Catcoin
;CVTC;CavatCoin
;CAV;Caviar
;CCO;Ccore
;CEL;CelsiusNetwork
;CTR;Centra
;CNT;Centurion
;CBS;Cerberus
;XCE;Cerium
;CHC;ChainCoin
;LINK;ChainLink
;CHAN;ChanCoin
;CAG;Change
;CHA;CharityCoin
;CHARM;CharmCoin
;CHAT;ChatCoin
;CXC;CheckCoin
;CHESS;ChessCoin
;CHILD;ChildCoin
;CNC;ChinaCoin
;CHIP;Chip
;CHOOF;ChoofCoin
;DAY;Chronologic
;CRX;ChronosCoin
;CIN;CinderCoin
;CND;Cindicator
;CIR;CircuitCoin
;COVAL;CircuitsofValue
;CTL;Citadel
;CVC;Civic
;XCLR;ClearCoin
;POLL;ClearPoll
;CLV;CleverCoin
;CHASH;CleverHash
;CLICK;Clickcoin
;CLIN;Clinicoin
;CLINT;Clinton
;CCCX;ClipperCoinCapital
;CLOAK;CloakCoin
;CKC;Clockcoin
;CLD;Cloud
;CLOUT;Clout
;CLUD;CludCoin
;COE;CoEval
;COT;CoTrader
;COB;Cobinhood
;COX;CobraCoin
;CTT;CodeTract
;CFC;CoffeeCoin
;CFI;Cofound.it
;COG;Cognitio
;COIN*;Coin
;XMG;CoinMagi
;BTTF;CointotheFuture
;C2;Coin.2
;CONI;CoinBene
;CET;CoinExtoken
;COFI;CoinFi
;XCJ;CoinJob
;CL;CoinLancer
;LION;CoinLion
;MEE;CoinMeet
;MEET;CoinMeet
;XCM;CoinMetro
;CPL;CoinPlaceToken
;CHP;CoinPokerToken
;LAB*;CoinWorksCoin
;CTIC;Coinmatic
;COI;Coinnec
;CNO;Coino
;CNMT;Coinomat
;CXT;Coinonat
;XCXT;CoinonatX
;COIN;Coinvest
;COLX;ColossusCoinXT
;CLN;ColuLocalNetwork
;CMT;CometCoin
;CBT;CommerceBlockToken
;CMM;Commercium
;CDX;CommodityAdNetwork
;COMM;CommunityCoin
;COC;CommunityCoin
;CMP;Compcoin
;COMP;CompoundCoin
;CPN;CompuCoin
;CYC;ConSpiracyCoin
;CNL;ConcealCoin
;RAIN;Condensate
;CFD;Confido
;CJT;ConnectJobToken
;CQST;ConquestCoin
;DAG;Constellation
;CNN;ContentNeutralityNetwork
;CAN*;ContentandADNetwork
;BOX;ContentBox
;CUZ;CoolCousin
;COOL;CoolCoin
;CCX;CoolDarkCoin
;XCPO;Copico
;CLR;CopperLark
;CORAL;CoralPay
;CORE;CoreGroupAsset
;COR;Corion
;CTXC;Cortex
;CSMIC;Cosmic
;CMOS;Cosmo
;ATOM*;Cosmos
;CMC;CosmosCoin
;COU;Couchain
;XCP;CounterParty
;CHT;CountinghouseFund
;COV*;CovenCoin
;COV;Covesting
;CRAB;CrabCoin
;CRACK;CrackCoin
;CRC*;CraftCoin
;CRAFT;Craftcoin
;CFTY;Crafty
;CRAIG;CraigsCoin
;CRNK;CrankCoin
;CRAVE*;Crave-NG
;CRAVE;CraveCoin
;CZC;CrazyCoin
;CRM;Cream
;XCRE;Creatio
;CREA;CreativeChain
;CRDNC;CredenceCoin
;CRB;Creditbit
;CRE*;Creditcoin
;CDPT;CreditorDataPlatform
;CRE;Credits
;CRDS;Credits
;CS*;Credits
;CFT*;Credo
;CREDO;Credo
;CREVA;CrevaCoin
;CROAT;Croat
;CMCT;CrowdMachine
;CRC***;CrowdCoin
;CCOS;CrowdCoinage
;YUP;Crowdholding
;WIZ;Crowdwiz
;CRW;CrownCoin
;CRC**;CryCash
;CRYPT;CryptCoin
;CPT;Cryptaur
;CRL;CrypteloCoin
;CRPT;Crypterium
;XCR;Crypti
;CTO;Crypto
;CESC;CryptoEscudo
;CIF;CryptoImprovementFund
;TKT;CryptoTickets
;CWIS;CryptoWisdomCoin
;CWX;Crypto-X
;C20;Crypto20
;CABS;CryptoABS
;BUK;CryptoBuk
;CBX;CryptoBullion
;CCRB;CryptoCarbon
;CIRC;CryptoCircuits
;FCS;CryptoFocus
;CFT;CryptoForecast
;CHBR;CryptoHub
;TKR;CryptoInsight
;CJ;CryptoJacks
;CJC;CryptoJournal
;LEU;CryptoLEU
;CPAY;CryptoPay
;CRPS;CryptoPennies
;PING;CryptoPing
;CS;CryptoSpots
;CWV;CryptoWave
;CWXT;CryptoWorldXToken
;CDX*;Cryptodex
;CGA;CryptographicAnomaly
;CYT;Cryptokenz
;CIX;Cryptonetix
;CNX;Cryptonex
;XCN;Cryptonite
;CEFS;CryptopiaFeeShares
;CRS;Cryptoreal
;MN;CryptsyMiningContract
;POINTS;CryptsyPoints
;CRTM;Cryptum
;CVCOIN;Crypviser
;CCT;CrystalClearToken
;AUTO;Cube
;QBT;Cubits
;CTKN;Curaizon
;CURE;Curecoin
;CRU;Curium
;XCS;CybCSecCoin
;CC;CyberCoin
;CMT*;CyberMiles
;CABS*;CyberTrust
;CVT;CyberVein
;CYDER;CyderCoin
;CYG;Cygnus
;CYP;CypherPunkCoin
;FUNK;CypherfunksCoin
;DAC;DACash
;DADI;DADI
;BET*;DAO.casino
;GEN;DAOstack
;DAS;DAS
;DATX;DATx
;DRP;DCORP
;DFS;DFSCoin
;DIM;DIMCOIN
;DIW;DIWtoken
;DMT;DMarket
;DNN;DNNToken
;MTC;DOCADEMIC
;DOV;DOVU
;DREAM*;DREAM
;DRPU;DRPUtility
;DRACO;DTToken
;DYNO;DYNO
;DAI;Dai
;DAN;Daneel
;DAR;Darcrus
;PROD;Darenta
;DEC;Darico
;DARK;Dark
;DISK;DarkLisk
;MOOND;DarkMoon
;DB;DarkBit
;DRKC;DarkCash
;DCC;DarkCrave
;DETH;DarkEther
;DGDC;DarkGold
;DKC;DarkKnightCoin
;DANK;DarkKush
;DSB;DarkShibe
;DT;DarkToken
;DRKT;DarkTron
;DNET;Darknet
;DASC;DasCoin
;DASH;Dash
;DSH;Dashcoin
;DTA;Data
;DTT*;DataTrading
;DTX;DataBrokerDAO
;DXT;DataWallet
;DTB;Databits
;DBCCOIN;Datablockchain
;DTC*;Datacoin
;XDT;Dataeum
;DTN;Datareum
;DTRC;Datarius
;DAT;Datum
;DAV;DavorCoin
;DAXX;DaxxCoin
;DTC;DayTraderCoin
;DHT;DeHedgeToken
;DNET*;DeNet
;XNA;DeOxyRibose
;DBC*;DebitCoin
;DBTC;DebitCoin
;DEB;DebitumToken
;DCT;Decent
;DBET;Decent.bet
;MANA;Decentraland
;DML;DecentralizedMachineLearning
;DUBI;DecentralizedUniversalBasicIncome
;HST;DecisionToken
;DCR;Decred
;DEEP;DeepGold
;DBC;DeepBrainChain
;ONION;DeepOnion
;DEA;DegasCoin
;DEI;Deimos
;DKD;Dekado
;DPAY;DelightPay
;DCRE;DeltaCredits
;DNR;Denarius
;DNO;Denaro
;DENT;Dent
;DCN;Dentacoin
;DFBT;DentalFix
;DERO;Dero
;DESI;Desico
;DSR;Desire
;DES;Destiny
;DTCT;DetectorToken
;DTH;Dether
;DVC;DevCoin
;EVE;Devery
;DEV;DeviantCoin
;DMD;Diamond
;DCK;DickCoin
;DIGS;Diggits
;DGB;DigiByte
;DGC;DigiCoin
;CUBE;DigiCube
;DEUR;DigiEuro
;DIGIF;DigiFel
;DGM;DigiMoney
;DGPT;DigiPulse
;DGMS;Digigems
;DPP;DigitalAssetsPowerPlay
;DBG;DigitalBullionGold
;DDF;DigitalDevelopersFund
;DRS;DigitalRupees
;XDN;DigitalNote
;DP;DigitalPrice
;WAGE;Digiwage
;DGD;DigixDAO
;DGX;DigixGoldtoken
;DIG;Dignity
;DIME;DimeCoin
;DCY;Dinastycoin
;DIN;Dinero
;XDQ;DiracCoin
;DCC*;DistributedCreditChain
;DIT;Ditcoin
;DIVX;Divi
;DTC**;DivotyCoin
;DXC;DixiCoin
;DLISK;Dlisk
;NOTE;Dnotes
;DOC;DocCoin
;NRN;Doc.aiNeuron
;DOCK;Dock.io
;DOGED;DogeCoinDark
;DGORE;DogeGoreCoin
;XDP;DogeParty
;DOGE;Dogecoin
;DLC;DollarCoin
;DLR;DollarOnline
;DRT;DomRaider
;DOM;Dominium
;DON;DonationCoin
;DOPE;DopeCoin
;DOR;Dorado
;DOT;Dotcoin
;BOAT;Doubloon
;Dow;DowCoin
;DRA;DraculaCoin
;DFT;Draftcoin
;DRG;DragonCoin
;XDB;DragonSphere
;DRGN;Dragonchain
;DRM8;Dream8Coin
;DREAM;DreamTeamToken
;DRZ;Droidz
;DRC;Dropcoin
;DROP;Dropil
;DRXNE;Droxne
;DUB;DubCoin
;DBIC;DubaiCoin
;DBIX;DubaiCoin
;DUCK;DuckDuckCoin
;DUTCH;DutchCoin
;DUX;DuxCoin
;DYN;Dynamic
;DTR;DynamicTradingRights
;DTEM;Dystem
;DBR;Düber
;ECC*;E-CurrencyCoin
;EDR;E-DinarCoin
;EFL;E-Gulden
;EB3;EB3coin
;EBC;EBCoin
;ECC;ECC
;OMI;ECOMI
;ECO;ECOcoin
;EDRC;EDRCoin
;EGO;EGOcoin
;EJAC;EJACoin
;ELTCOIN;ELTCOIN
;ENTRC;ENTERCOIN
;ENTRY;ENTRY
;EOS;EOS
;EPIK;EPIKToken
;EQL;EQUAL
;EQ;EQUI
;EQUI;EQUIToken
;ERB;ERBCoin
;EST;ESportsChain
;ETS;ETHShare
;EGAS;ETHGAS
;EUNO;EUNO
;EXRN;EXRNchain
;EZC;EZCoin
;EZM;EZMarket
;EZT;EZToken
;EA;EagleCoin
;EAGS;EagsCoin
;EARTH;EarthToken
;EAC;EarthCoin
;EMT;EasyMine
;ETKN;EasyToken
;EBZ;Ebitz
;EBS;EbolaShare
;EKO;EchoLink
;EC;Eclipse
;ECOB;EcoBit
;EDDIE;Eddiecoin
;EDGE;EdgeCoin
;EDG;Edgeless
;EDU;EduCoin
;LEDU;EducationEcosystem
;EDC;EducoinV
;EGG;EggCoin
;EGT;Egretia
;EDO;Eidoo
;EMC2;Einsteinium
;ELC;Elacoin
;XEL;Elastic
;ELA;Elastos
;ECA;Electra
;ELEC;Electrify.Asia
;ETN;Electroneum
;EKN;Elektron
;ELE;Elementrem
;ELM;Elements
;ELI*;Elicoin
;ELI;Eligma
;ELIX;Elixir
;ELLA;Ellaism
;ELP;Ellerium
;ELLI;ElliotCoin
;ELT;Eloplay
;ELY;Elysian
;ELS;Elysium
;AEC*;EmaratCoin
;EMB;EmberCoin
;MBRS;Embers
;EMD;Emerald
;EMC;Emercoin
;EMN;EminentToken
;EMIGR;EmiratesGoldCoin
;EPY*;Emphy
;EMPC;EmporiumCoin
;EPY;Empyrean
;DNA;EncrypGen
;ETT;EncryptoTel
;EDR*;EndorProtocolToken
;ENE;EneCoin
;ENQ;Enecuum
;ETK;EnergiToken
;TSL;Energo
;ENRG;EnergyCoin
;EGCC;Engine
;XNG;Enigma
;ENG;Enigma
;ENJ;EnjinCoin
;ENK;Enkidu
;ENTER;EnterCoin(ENTER)
;ENTRP;EntropyToken
;ENU;Enumivo
;EVN;Envion
;EQUAL;EqualCoin
;EQT;EquiTrader
;EQB;Equibit
;EQM;EquilibriumCoin
;EFYT;Ergo
;ERT*;Eristica
;ERO;Eroscoin
;ERR;ErrorCoin
;ERY;Eryllium
;ESP;Espers
;ERT;Esports.com
;ESS;Essentia
;XEC;EternalCoin
;XET;EternalToken
;ETT*;EternalTrusts
;ENT;Eternity
;EBET;EthBet
;ETBS;EthBits
;LEND;EthLend
;HEAL;Etheal
;ETHB;EtherBTC
;EDT;EtherDelta
;DOGETH;EtherDoge
;ETL;EtherLite
;ESZ;EtherSportz
;ETZ;EtherZero
;ECH;EthereCash
;ETH;Ethereum
;ETBT;EthereumBlack
;BLUE;EthereumBlue
;ECASH;EthereumCash
;ETC;EthereumClassic
;ETHD;EthereumDark
;ETG;EthereumGold
;ETHM;EthereumMeta
;EMV;EthereumMovieVenture
;ETHPR;EthereumPremium
;LNK;Ethereum.Link
;BTCE;EthereumBitcoin
;ETF;EthereumFog
;ELITE;EthereumLite
;ETHS;EthereumScrypt
;DIP;Etherisc
;RIYA;Etheriya
;DICE;Etheroll
;FUEL;Etherparty
;ESC;Ethersportcoin
;NEC*;EthfinexNectarToken
;HORSE;Ethorse
;ETHOS;Ethos
;ET4;Eticket4
;EUC;Eurocoin
;ERC;EuropeCoin
;EVN*;EvenCoin
;EVENT;EventToken
;EVC;Eventchain
;EGC;EverGreenCoin
;EVX;Everex
;IQ;Everipedia
;EVR;Everus
;EOC;EveryonesCoin
;EVIL;EvilCoin
;EXB;ExaByte(EXB)
;XUC;ExchangeUnion
;EXCC;ExchangeCoin
;EXN;ExchangeN
;EXCL;ExclusiveCoin
;EXE;ExeCoin
;EXC;Eximchain
;EXIT;ExitCoin
;EXP;Expanse
;XP;ExperiencePoints
;EXY;Experty
;EON;Exscudo
;EXTN;ExtensiveCoin
;XTRA;ExtraCredit
;XSB;ExtremeSportsbook
;XT;ExtremeCoin
;F16;F16Coin
;FARM;FARMCoin
;FX;FCoin
;FIBRE;FIBRE
;eFIC;FICNetwork
;FLASH;FLASHcoin
;FLIK;FLiK
;FLM;FOLMcoin
;FREE;FREEcoin
;FT;FabricToken
;FC;Facecoin
;FACE;Faceter
;FCT;Factoids
;FAIR;FairCoin
;FAIR*;FairGame
;FAME;FameCoin
;FAN;Fan360
;XFT;FantasyCash
;FCN;FantomCoin
;FRD;Farad
;FST;FastCoin
;DROP*;FaucetCoin
;FAZZ;FazzCoin
;FTC;FeatherCoin
;TIPS;FedoraCoin
;FIL;FileCoin
;FILL;Fillit
;FNTB;FinTab
;FIND;FindCoin
;FIN;FinomFINToken
;NOM;FinomNOMToken
;FTX;FintruX
;FIRE;FireCoin
;FLOT;FireLotto
;FRC;FireRoosterCoin
;FFC;FireflyCoin
;1ST;FirstBlood
;FIRST;FirstCoin
;FRST;FirstCoin
;FIST;FistBump
;FIT;Fitcoin
;FRV;Fitrova
;FLAP;FlappyCoin
;FLX;Flash
;FLVR;FlavorCoin
;FNP;FlipNpik
;FLIXX;Flixxo
;FLO;FlorinCoin
;FLT;FlutterCoin
;FLUZ;FluzFluz
;FLY;FlyCoin
;FYP;FlypMe
;FLDC;FoldingCoin
;FLLW;FollowCoin
;FNO;Fonero
;FONZ;FonzieCoin
;FOOD;FoodCoin
;FOPA;Fopacoin
;FOR;ForceCoin
;XFC;ForeverCoin
;FOREX;ForexCoin
;FOTA;Fortuna
;FSBT;FortySevenBank
;FOXT;FoxTrading
;FRAC;FractalCoin
;FRN;Francs
;FRK;Franko
;FRWC;Frankywillcoin
;FRAZ;FrazCoin
;FGZ;FreeGameZone
;FRE;FreeCoin
;FRECN;Freldo
;FREC;Freyrchain
;FSC;FriendshipCoin
;FDZ;Friendz
;FUCK;FuckToken
;FC2;Fuel2Coin
;FJC;FujiCoin
;NTO;Fujinto
;FLS;FuloosCoin
;FUNC;FunCoin
;FUN;FunFair
;FUND;FundPlatform
;FND;FundRequest
;FYN;FundYourselfNow
;FSN*;Fusion
;FSN;Fusion
;FUTC;FutCoin
;FTP;FuturePoints
;FTW;FutureWorks
;FTO;FuturoCoin
;FXT;FuzeX
;FUZZ;Fuzzballs
;GAIA;GAIAPlatform
;GAKH;GAKHcoin
;GAT;GATCOIN
;GBRC;GBRCoin
;GTO;GIFTO
